"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Manipulations of sensory experiences during development reveal mechanisms underlying vocal learning biases in zebra finches","https://scispace.com/paper/manipulations-of-sensory-experiences-during-development-475x3lo83p","2020","Journal Article","Developmental Neurobiology","Logan S. James
Ronald Davies
Chihiro Mori
Kazuhiro Wada
Jon T. Sakata
Jon T. Sakata","10.1002/DNEU.22754","","Biological predispositions in learning can bias and constrain the cultural evolution of social and communicative behaviors (e.g., speech and birdsong), and lead to the emergence of behavioral and cultural ""universals."" For example, surveys of laboratory and wild populations of zebra finches (Taeniopygia guttata) document consistent patterning of vocal elements (""syllables"") with respect to their acoustic properties (e.g., duration, mean frequency). Furthermore, such universal patterns are also produced by birds that are experimentally tutored with songs containing randomly sequenced syllables (""tutored birds""). Despite extensive demonstrations of learning biases, much remains to be uncovered about the nature of biological predispositions that bias song learning and production in songbirds. Here, we examined the degree to which ""innate"" auditory templates and/or biases in vocal motor production contribute to vocal learning biases and production in zebra finches. Such contributions can be revealed by examining acoustic patterns in the songs of birds raised without sensory exposure to song (""untutored birds"") or of birds that are unable to hear from early in development (""early-deafened birds""). We observed that untutored zebra finches and early-deafened zebra finches produce songs with positional variation in some acoustic features (e.g., mean frequency) that resemble universal patterns observed in tutored birds. Similar to tutored birds, early-deafened birds also produced song motifs with alternation in acoustic features across adjacent syllables. That universal acoustic patterns are observed in the songs of both untutored and early-deafened birds highlights the contribution motor production biases to the emergence of universals in culturally transmitted behaviors.","That universal acoustic patterns are observed in the songs of both untutored and early‐deafened birds highlights the contribution motor production biases to the emergence of universals in culturally transmitted behaviors."
"Long Memory in Song Learning by Zebra Finches","https://scispace.com/paper/long-memory-in-song-learning-by-zebra-finches-r8t64heh5h","2003","Journal Article","The Journal of Neuroscience","Yasuko Funabiki
Masakazu Konishi","10.1523/JNEUROSCI.23-17-06928.2003","","Young songbirds use memorized tutor songs as templates to shape their own songs. This process requires control of voice by auditory feedback. We prevented zebra finches from hearing their own vocalizations by exposure to loud noise after 35 d of age, before which they had been reared with song tutors from birth. When the noise stopped at 102-200 d of age, the birds sang unstable and noisy song syllables that did not resemble the tutor syllables. The similarity to the tutor syllables steadily increased until the time of song crystallization ∼30 d later. These findings show that the memory of tutor syllables survives auditory perturbations during the period when it is normally recalled and that zebra finches can use the memory well after the normal period of song development. The temporal order of syllables resembled the tutor model only in birds released from the noise before 80 d of age but not in older birds. Thus, different schedules and processes may govern the learning of syllable phonology and syntax.","Findings show that the memory of tutor syllables survives auditory perturbations during the period when it is normally recalled and that zebra finches can use the memory well after the normal period of song development, and different schedules and processes may govern the learning of syllable phonology and syntax."
"Goal-directed vocal planning in a songbird","https://scispace.com/paper/goal-directed-vocal-planning-in-a-songbird-ckzxftxlk3","2024","Preprint","","Anja T. Zai
Anna E. Stepien
Nicolas Giret
Richard H. R. Hahnloser","10.7554/elife.90445.2","","Songbirds’ vocal mastery is impressive, but to what extent is it a result of practice? Can they, based on experienced mismatch with a known target, plan the necessary changes to recover the target in a practice-free manner without intermittently singing? In adult zebra finches, we drive the pitch of a song syllable away from its stable (baseline) variant acquired from a tutor, then we withdraw reinforcement and subsequently deprive them of singing experience by muting or deafening. In this deprived state, birds do not recover their baseline song. However, they revert their songs towards the target by about one standard deviation of their recent practice, provided the sensory feedback during the latter signaled a pitch mismatch with the target. Thus, targeted vocal plasticity does not require immediate sensory experience, showing that zebra finches are capable of goal-directed vocal planning. ","Songbirds exhibit goal-directed vocal planning, allowing them to recover a target pitch despite the absence of sensory feedback and singing experience."
"Developmental stress affects the attractiveness of male song and female choice in the zebra finch ( Taeniopygia guttata )","https://scispace.com/paper/developmental-stress-affects-the-attractiveness-of-male-song-ybu82ri10x","2005","Journal Article","Behavioral Ecology and Sociobiology","Karen A. Spencer
J. H. Wimpenny
Katherine L. Buchanan
PG Lovell
Arthur R. Goldsmith
Clive K. Catchpole","10.1007/S00265-005-0927-5","","Developmental stress has recently been shown to have adverse effects upon adult male song structure in birds, which may well act as an honest signal of male quality to discriminating females. However, it still remains to be shown if females can discriminate between the songs of stressed and non-stressed males. Here we use a novel experimental design using an active choice paradigm to investigate preferences in captive female zebra finches (Taeniopygia guttata). Nine females were exposed to ten pairs of songs by previously stressed and non-stressed birds that had learned their song from the same tutor. Song pairs differed significantly in terms of song complexity, with songs of stressed males exhibiting lower numbers of syllables and fewer different syllables in a phrase. Song rate and peak frequency did not differ between stressed and non-stressed males. Females showed a significant preference for non-stressed songs in terms of directed perching activity and time spent on perches. Our results therefore indicate that developmental stress affects not only the structure of male song, but that such structural differences are biologically relevant to female mate choice decisions.","The results indicate that developmental stress affects not only the structure of male song, but that such structural differences are biologically relevant to female mate choice decisions."
"Sound sequences in birdsong: how much do birds really care?","https://scispace.com/paper/sound-sequences-in-birdsong-how-much-do-birds-really-care-3d2xotarre","2020","Journal Article","Philosophical Transactions of the Royal Society B","Adam R. Fishbein
William J. Idsardi
Gregory F. Ball
Robert J. Dooling","10.1098/RSTB.2019.0044","","The complex and melodic nature of many birds' songs has raised interest in potential parallels between avian vocal sequences and human speech. The similarities between birdsong and speech in production and learning are well established, but surprisingly little is known about how birds perceive song sequences. One popular laboratory songbird, the zebra finch (Taeniopygia guttata), has recently attracted attention as an avian model for human speech, in part because the male learns to produce the individual elements in its song motif in a fixed sequence. But psychoacoustic evidence shows that adult zebra finches are relatively insensitive to the sequential features of song syllables. Instead, zebra finches and other birds seem to be exquisitely sensitive to the acoustic details of individual syllables to a degree that is beyond human hearing capacity. Based on these findings, we present a finite-state model of zebra finch perception of song syllable sequences and discuss the rich informational capacity of their vocal system. Furthermore, we highlight the abilities of budgerigars (Melopsittacus undulatus), a parrot species, to hear sequential features better than zebra finches and suggest that neurophysiological investigations comparing these species could prove fruitful for uncovering neural mechanisms for auditory sequence perception in human speech. This article is part of the theme issue 'What can animal communication teach us about human language?'","A finite-state model of zebra finch perception of song syllable sequences is presented and the abilities of budgerigars (Melopsittacus undulatus), a parrot species, to hear sequential features better thanZebra finches are highlighted and it is suggested that neurophysiological investigations comparing these species could prove fruitful for uncovering neural mechanisms for auditory sequence perception in human speech."
"The importance of visual, vocal and behavioural cues for song tutor choice in Zebra finches","https://scispace.com/paper/the-importance-of-visual-vocal-and-behavioural-cues-for-song-3dpabnjwbk","1988","Dissertation","","Nicky S. Clayton","","","This thesis examines the importance of visual, vocal and behavioural cues for song tutor choice in zebra finches, Taeniopygia guttata. Zebra finch males normally copy song at 35 to 65 days of age. In the wild the young become independent at about 35 days of age and form small flocks in the area of the colony where they will be exposed to a variety of song tutors. In Chapter 3 captive zebra finches are provided with the opportunity to learn from two conspecifics at 35 days of age. Female-raised males which are housed with two unrelated tutors prefer to learn from the one who is, most aggressive towards them. Normally-raised males which are housed with an unrelated tutor and one, whose song is similar to the father's tend to copy the tutor with the similar song: this relies on the young bird learning some characteristics of his father's song before independence. Chapter 4 shows that males and females can discriminate between their father's song and those of other males. Visual, vocal and behavioural cues are all important for species-specificity. Cross-fostering using Bengalese finches, Lonchura striata, as foster-parents is an important tool for studying this. Chapter 5 looks at Bengalese finch song development; Chapter 6 compares song development in cross-fostered zebra finches and Bengalese finches. Visual cues are important for tutor choice and young males of both species which are provided with a zebra finch singing Bengalese song and a Bengalese finch singing zebra finch song prefer the conspecific tutor (Chapter 7). Chapter 8 suggests that conspecific song elements are not important for zebra finches: there is no tendency to prefer a tutor with normal song over one singing Bengalese song. Cross-fostering can also, influence the timing of song learning. Males which are housed successively (Chapter 9) or simultaneously (Chapter 10) with both species tend to reproduce song which they heard before independence in addition to learning from the tutor which they heard after independence at 35 to 65 days of age: this indicates that the timing of the sensitive phase is flexible and mediated by both experience and age. There are a number of similarities between song learning and sexual imprinting which are discussed in Chapter 11. Crucial to these studies is a knowledge of the two species' behaviours. Chapter 12 compares, parental behaviour in captivity. Chapter 12 concludes with a plea for more research in the wild.","The importance of visual, vocal and behavioural cues for song tutor choice in zebra finches, Taeniopygia guttata, is examined and a number of similarities between song learning and sexual imprinting are discussed."
"Behavioral discrimination and time-series phenotyping of birdsong performance","https://scispace.com/paper/behavioral-discrimination-and-time-series-phenotyping-of-59ks3cemg0","2021","Journal Article","PLOS Computational Biology","Avishek Paul
Helen McLendon
Veronica Rally
Jon T. Sakata
Sarah C. Woolley","10.1371/JOURNAL.PCBI.1008820","","Variation in the acoustic structure of vocal signals is important to communicate social information. However, relatively little is known about the features that receivers extract to decipher relevant social information. Here, we took an expansive, bottom-up approach to delineate the feature space that could be important for processing social information in zebra finch song. Using operant techniques, we discovered that female zebra finches can consistently discriminate brief song phrases (""motifs"") from different social contexts. We then applied machine learning algorithms to classify motifs based on thousands of time-series features and to uncover acoustic features for motif discrimination. In addition to highlighting classic acoustic features, the resulting algorithm revealed novel features for song discrimination, for example, measures of time irreversibility (i.e., the degree to which the statistical properties of the actual and time-reversed signal differ). Moreover, the algorithm accurately predicted female performance on individual motif exemplars. These data underscore and expand the promise of broad time-series phenotyping to acoustic analyses and social decision-making.","In this article, a bottom-up approach was used to delineate the feature space that could be important for processing social information in zebra finch song using operant techniques."
"Birdsong and Vocal Learning during Development","https://scispace.com/paper/birdsong-and-vocal-learning-during-development-4wbvlc24bc","2001","Book Chapter","","Sarah W. Bottjer","10.1016/B978-0-08-097086-8.52002-9","","Songbirds are one of the few groups of organisms other than humans that learn sounds for vocal communication during development, and the neural substrate that controls vocal learning and behavior is highly localized, making these circuits amenable to experimental manipulation and analysis. The song system is a model one for studying the neural and hormonal bases of vocal learning, and for examining plasticity of structure and function in neural systems generally. Similarities between vocal learning in birds and humans suggest that many aspects of the learning process have evolved to meet demands imposed by vocal communication (Marler 1976, Doupe and Kuhl 1999). Therefore, an understanding of the mechanisms underlying vocal learning in songbirds may have immediate application to problems in human vocal learning. In this review I concentrate on what is known about neural and hormonal mechanisms of vocal learning in zebra finches (Taeniopygia guttata), a well-studied species in which juvenile males gradually learn to produce a specific vocal pattern during a sensitive period of development, and by adulthood are normally incapable of altering that pattern or learning new ones.","This review focuses on what is known about neural and hormonal mechanisms of vocal learning in zebra finches (Taeniopygia guttata), a well-studied species in which juvenile males gradually learn to produce a specific vocal pattern during a sensitive period of development, and by adulthood are normally incapable of altering that pattern or learning new ones."
"Bird song comparison using deep learning trained from avian perceptual judgments","https://scispace.com/paper/bird-song-comparison-using-deep-learning-trained-from-avian-37wjp60v","2022","Posted Content","bioRxiv","Lies Zandberg
Veronica Morfi
Julia George
David F. Clayton
Dan Stowell
Robert F. Lachlan","10.1101/2022.12.23.521425","","Our understanding of bird song, a model system for animal communication and the neurobiology of learning, depends critically on making reliable, validated comparisons between the complex multidimensional syllables that are used in songs. However, most assessments of song similarity are based on human inspection of spectrograms, or computational methods developed from human intuitions. Using a novel automated operant conditioning system, we collected a large corpus of zebra finches’ (Taeniopygia guttata) decisions about song syllable similarity. We use this dataset to compare and externally validate similarity algorithms in widely-used publicly available software (Raven, Sound Analysis Pro, Luscinia). Although these methods all perform better than chance, they do not closely emulate the avian assessments. We then introduce a novel deep learning method that can produce perceptual similarity judgements trained on such avian decisions. We find that this new method outperforms the established methods in accuracy and more closely approaches the avian assessments. Inconsistent (hence ambiguous) decisions are a common occurrence in animal behavioural data; we show that a modification of the deep learning training that accommodates these leads to the strongest performance. We argue this approach is the best way to validate methods to compare song similarity, that our dataset can be used to validate novel methods, and that the general approach can easily be extended to other species.","In this paper , a large corpus of zebra finches' (Taeniopygia guttata) decision about song syllable similarity was collected and used to compare and externally validate similarity algorithms in widely-used publicly available software."
"Learning the sound inventory of a complex vocal skill via an intrinsic reward","https://scispace.com/paper/learning-the-sound-inventory-of-a-complex-vocal-skill-via-an-2umedz9svs","2024","Journal Article","Science Advances","Hazem Toutounji
Anja T. Zai
Ofer Tchernichovski
Richard H. R. Hahnloser
Dina Lipkind","10.1126/sciadv.adj3824","","Reinforcement learning (RL) is thought to underlie the acquisition of vocal skills like birdsong and speech, where sounding like one's ""tutor"" is rewarding. However, what RL strategy generates the rich sound inventories for song or speech? We find that the standard actor-critic model of birdsong learning fails to explain juvenile zebra finches' efficient learning of multiple syllables. However, when we replace a single actor with multiple independent actors that jointly maximize a common intrinsic reward, then birds' empirical learning trajectories are accurately reproduced. The influence of each actor (syllable) on the magnitude of global reward is competitively determined by its acoustic similarity to target syllables. This leads to each actor matching the target it is closest to and, occasionally, to the competitive exclusion of an actor from the learning process (i.e., the learned song). We propose that a competitive-cooperative multi-actor RL (MARL) algorithm is key for the efficient learning of the action inventory of a complex skill. ","MARL algorithm is key to learning the sound inventory of a complex vocal skill."
"An Ecological Perspective On Song Learning In The Zebra Finch (Taeniopygia Guttata): The Role Of Social Influences","https://scispace.com/paper/an-ecological-perspective-on-song-learning-in-the-zebra-4sqnab8dw9","2013","Dissertation","","Otilia Menyhart","","","Vocal development of juvenile songbirds and human infants requires interactions with adults to develop its proper form and function. Learning in many songbird species requires more than mere exposure to the song model, as the timing, speed, and accuracy of learning typically differ when exposed to live versus taped tutors. What mechanisms drive the superior learning performance associated with live interactions? Young learners can elicit contingent responses from adult social companions (e.g., in brown-headed cowbirds and human infants) in different modalities (e.g., wing strokes and social smiling) that reinforce learning and promote more advanced vocalizations. We studied vocal development in zebra finches to assess relations between vocal precursors in juveniles and contingent responses from the parents. Eight families were recorded between 30-75 days, and social interactions surrounding juvenile or adult song were analyzed. Juvenile and father song were compared when juveniles reached song maturation. We find that both parents contribute to juvenile song learning. Juveniles whose immature song received more contingent song from their fathers copied their father’s song sequence more accurately. Conversely, adult song preceding juvenile song predicted less accurate learning. The courtship song of the adult male appears to be an especially powerful signal. Non-vocal feedback from mothers also predicts song learning. The number of maternal fluff-ups around and especially before juvenile song positively correlated with later sequential similarity between","It is found that both parents contribute to juvenile song learning, and the courtship song of the adult male appears to be an especially powerful signal that predicts song learning."
"On the production and perception of syntactical regularities in zebra finches : experimenting with ABBA, ACDC and others","https://scispace.com/paper/on-the-production-and-perception-of-syntactical-regularities-16h3uoa9r5","2012","","","van Heijningen
Cornelia Adriana Anna","","","Natural zebra finch song contains heterogeneity in the relative distribution of element types across 13 populations worldwide, but compared between individuals it contains relatively little structural constraints or rules in the order of elements. In contrast, from a perception point of view, zebra finches are able to detect differences in song structure and are able to learn rules to generalize these regularities to new element types in some instances, a hallmark of human language. This ability might seem conflicting with the absences of clear structural rules in their own natural songs, but it might be that these rule learning/detection mechanisms operate in a more general cognitive context, which has also been suggested for some mechanisms found in human artificial language learning.","Natural zebra finch song contains heterogeneity in the relative distribution of element types across 13 populations worldwide, but compared between individuals it contains relatively little structural constraints or rules in the order of elements."
"Can lack of experience delay the end of the sensitive phase for song learning","https://scispace.com/paper/can-lack-of-experience-delay-the-end-of-the-sensitive-phase-32lvoumaas","1992","Journal Article","Netherlands Journal of Zoology","Pjb Slater
AE Jones
C Tencate","10.1163/156854293X00223","","Some bird species will modify their songs in adulthood, whereas in others, once developed, song appears relatively fixed. However, even in some of the latter, social experience may lead birds to learn songs later than was previously thought possible. Do age-limited learners really exist or is failure to learn later in those species where it has been described a result of inadequate stimulation? If learning is normally restricted to a certain age period, is the decline in sensitivity due to age as such or to enough adequate information having been received? We discuss some of the issues involved and describe some experiments on zebra finches which we have carried out. Our results suggests that drastic changes in adulthood are rare. Birds deprived of tutors in the sensitive phase are more likely to produce elements learnt from the father before that stage, but show little evidence of learning from tutors encountered when adult (at 120 d+). Birds that are female-raised in groups and deprived of any male tutor till 120 days learn little from their tutors thereafter but have quite normal songs; these converge strongly within groups, as do the songs of all group-reared birds. Birds reared by both parents but without siblings, and then deprived of song during the sensitive phase, show learning both from the father and from the tutors encountered after 120 days. The most abnormal songs are those of birds reared by the mother alone and then kept singly till they were placed with singing adults at 120 days. The songs of these birds were more variable than those of the other groups, and they showed more evidence of learning between 120 and 240 days. These results do suggest some flexibility in the timing of song learning in zebra finches depending on experience but argue against profound change occurring once birds are adult even where their early experience has been greatly reduced.","The results do suggest some flexibility in the timing of song learning in zebra finches depending on experience but argue against profound change occurring once birds are adult even where their early experience has been greatly reduced."
"The vocal repertoire of the domesticated zebra finch: a data-driven approach to decipher the information-bearing acoustic features of communication signals","https://scispace.com/paper/the-vocal-repertoire-of-the-domesticated-zebra-finch-a-data-3xjsrq0ibi","2016","Journal Article","Animal Cognition","Julie E. Elie
Frédéric E. Theunissen","10.1007/S10071-015-0933-6","","Although a universal code for the acoustic features of animal vocal communication calls may not exist, the thorough analysis of the distinctive acoustical features of vocalization categories is important not only to decipher the acoustical code for a specific species but also to understand the evolution of communication signals and the mechanisms used to produce and understand them. Here, we recorded more than 8000 examples of almost all the vocalizations of the domesticated zebra finch, Taeniopygia guttata: vocalizations produced to establish contact, to form and maintain pair bonds, to sound an alarm, to communicate distress or to advertise hunger or aggressive intents. We characterized each vocalization type using complete representations that avoided any a priori assumptions on the acoustic code, as well as classical bioacoustics measures that could provide more intuitive interpretations. We then used these acoustical features to rigorously determine the potential information-bearing acoustical features for each vocalization type using both a novel regularized classifier and an unsupervised clustering algorithm. Vocalization categories are discriminated by the shape of their frequency spectrum and by their pitch saliency (noisy to tonal vocalizations) but not particularly by their fundamental frequency. Notably, the spectral shape of zebra finch vocalizations contains peaks or formants that vary systematically across categories and that would be generated by active control of both the vocal organ (source) and the upper vocal tract (filter).","This work recorded more than 8000 examples of almost all the vocalizations of the domesticated zebra finch, Taeniopygia guttata, and characterized each vocalization type using complete representations that avoided any a priori assumptions on the acoustic code, as well as classical bioacoustics measures that could provide more intuitive interpretations."
"Behavioral discrimination and time-series phenotyping of birdsong performance","https://scispace.com/paper/behavioral-discrimination-and-time-series-phenotyping-of-lx7hlcb0a6","2021","Dataset","","Avishek Paul
Helen McLendon
Veronica Rally
Jon T. Sakata
Sarah C. Woolley","10.5281/zenodo.4563023","","Variation in the acoustic structure of vocal signals is important to communicate social information. However, relatively little is known about the features that receivers extract to decipher relevant social information. Here, we took an expansive, bottom-up approach to delineate the feature space that could be important for processing social information in zebra finch song. Using operant techniques, we discovered that female zebra finches can consistently discriminate brief song phrases (“motifs”) from different social contexts. We then applied machine learning algorithms to classify motifs based on thousands of time-series features and to uncover acoustic features for motif discrimination. In addition to highlighting classic acoustic features, the resulting algorithm revealed novel features for song discrimination, for example, measures of time irreversibility (i.e., the degree to which the statistical properties of the actual and time-reversed signal differ). Moreover, the algorithm accurately predicted female performance on individual motif exemplars. These data underscore and expand the promise of broad time-series phenotyping to acoustic analyses and social decision-making. ","Time-series phenotyping of birdsong performance reveals novel acoustic features for social information processing in zebra finch."
"Birdsong learning in the laboratory, with especial reference to the song of the Zebra Finch (Taeniopygia guttata)","https://scispace.com/paper/birdsong-learning-in-the-laboratory-with-especial-reference-1swnifytv1","2011","Journal Article","Interaction Studies","Sébastien Derégnaucourt","10.1075/IS.12.2.07DER","","Vocal imitation in songbirds exhibits interesting parallels to infant speech development and is currently the model system of choice for exploring the behavioural, molecular and electrophysiological substrates of vocal learning. Among songbirds, the Zebra Finch (Taeniopygia guttata) is currently used as the ‘flying mouse’ of birdsong research. Only males sing and they develop their song primarily during a short sensitive period in early life. They learn their speciesspecific song patterns by memorizing and imitating the songs of conspecifics, mainly adults. Since Immelmann's pioneering work, thousands of zebra finches have been raised in strictly controlled auditory environments to examine how their experience affected their songs. In this article, I review the different experimental procedures that have been used in the laboratory to study the social influences on song learning in the Zebra Finch. Poor song learning was observed using passive playback of taped songs, whereas self-eliciting exposure using operant tutoring techniques induced significant learning, but with a high interindividual variability. The success of the training paradigm is often measured by the quality of imitation of the songs to which the young bird is exposed. Using empirical evidence from the field and the laboratory, I will also discuss this issue, by summarizing possible advantages and disadvantages of producing a perfect imitation. So far, the best method to get a close copy of a song model in the Zebra Finch is to place a single young bird with an adult male. This situation, which is rather unnatural, does not meet the criteria for precise control necessary in experimental conditions. Optimizing the methods used to train a zebra finch to learn a song, in order to be able to predict the imitation success, will improve our understanding of the dynamics of vocal production learning. It would also consolidate this species as a research model of relevance to human speech development and disorders.Keywords: Zebra Finch; birdsong; learning; development; memory; social influences","Optimizing the methods used to train a zebra finch to learn a song, in order to be able to predict the imitation success, will improve the understanding of the dynamics of vocal production learning."
"Freedom and rules: the acquisition and reprogramming of a bird's learned song.","https://scispace.com/paper/freedom-and-rules-the-acquisition-and-reprogramming-of-a-5gm4yek2hz","2005","Journal Article","Science","Timothy J. Gardner
Felix Naef
Felix Naef
Fernando Nottebohm","10.1126/SCIENCE.1108214","","Canary song is hierarchically structured: Short stereotyped syllables are repeated to form phrases, which in turn are arranged to form songs. This structure occurs even in the songs of young isolates, which suggests that innate rules govern canary song development. However, juveniles that had never heard normal song imitated abnormal synthetic songs with great accuracy, even when the tutor songs lacked phrasing. As the birds matured, imitated songs were reprogrammed to form typical canary phrasing. Thus, imitation and innate song constraints are separate processes that can be segregated in time: freedom in youth, rules in adulthood.","Canary song is hierarchically structured: short stereotyped syllables are repeated to form phrases, which in turn are arranged to form songs as mentioned in this paper, and this structure occurs even in the songs of young isolates, which suggests that innate rules govern canary song development."
"The Onset of Song Learning and Song Tutor Selection in Fledgling Zebra Finches","https://scispace.com/paper/the-onset-of-song-learning-and-song-tutor-selection-in-1g1sq3sjxj","2006","Journal Article","Ethology","Annabelle Roper
Richard Zann","10.1111/J.1439-0310.2005.01169.X","","We investigated song development in the pre-independent zebra finch (aged 15-35 d), a period when neural pathways for song learning and production are forming and social influences outside the family are limited. Expt 1 investigated the onset and the minimum duration of tutoring needed for song learning in fledglings. We found most begin to learn song from 25 d of age and need about 10 d contact with the father tutor to make accurate copies. This onset corresponds with major developments in the formation of the neural circuitry implicated in song acquisition. Subsong also begins on day 25 suggesting that the sensory and motor phases of song learning fully overlap in the zebra finch. Our findings support the hypothesis that the song circuitry is fully functional by 35 d of age and the sensitive phase for zebra finches extends therefore from about days 25-65. However, only the first 10 d of this period are necessary to learn a tutor's song with fair accuracy. Expt 2 investigated the role of the paternal bond, spatial proximity and mating status in a fledgling's choice of song tutor where the father was the sole parent. Young chose the father over single unrelated males (expt 2a) or unrelated males in company with their female partners (expt 2b). Given the close spatial proximity of both potential tutors to the fledglings it is probably the filial bond, established via paternal care that is the cause of this preference. Zebra finches sing the same song phrase in two contrasting contexts: female-directed song during pre-copulatory courtship and undirected song where no female or display is involved. In expt 3 we tested the song learning preference of pre-independent young for two categories of non-paternal tutors: those singing predominantly female-directed song and those singing exclusively undirected song. There was a small, but significant, preference for fledgling zebra finches to copy songs from males that sang female-directed song. This preference is consistent with the hypothesis that young males not only learn the acoustic features of their tutor's song but also the visual and dynamic movements that constitute the courtship display.","There was a small, but significant, preference for fledgling zebra finches to copy songs from males that sang female-directed song, consistent with the hypothesis that young males not only learn the acoustic features of their tutor's song but also the visual and dynamic movements that constitute the courtship display."
"Song tutoring in presinging zebra finch juveniles biases a small population of higher-order song-selective neurons toward the tutor song.","https://scispace.com/paper/song-tutoring-in-presinging-zebra-finch-juveniles-biases-a-3v1895xdc9","2012","Journal Article","Journal of Neurophysiology","Patrice Adret
D. Meliza
Daniel Margoliash","10.1152/jn.00905.2011","","We explored physiological changes correlated with song tutoring by recording the responses of caudal nidopallium neurons of zebra finches aged P21-P24 (days post hatching) to a broad spectrum of natural and synthetic stimuli. Those birds raised with their fathers tended to show behavioral evidence of song memorization but not of singing; thus auditory responses were not confounded by the birds' own vocalizations. In study 1, 37 of 158 neurons (23%) in 17 of 22 tutored and untutored birds were selective for only 1 of 10 stimuli comprising broadband signals, early juvenile songs and calls, female calls, and adult songs. Approximately 30% of the selective neurons (12/37 neurons in 9 birds) were selective for adult conspecific songs. All these were found in the song system nuclei HVC and paraHVC. Of 122 neurons (17 birds) in tutored birds, all of the conspecific song-selective neurons (8 neurons in 6 birds) were selective for the adult tutor song; none was selective for unfamiliar song. In study 2 with a different sampling strategy, we found that 11 of 12 song-selective neurons in 6 of 7 birds preferred the tutor song; none preferred unfamiliar or familiar conspecific songs. Most of these neurons were found in caudal lateral nidopallium (NCL) below HVC. Thus by the time a bird begins to sing, there are small numbers of tutor song-selective neurons distributed in several forebrain regions. We hypothesize that a small population of higher-order auditory neurons is innately selective for complex features of behaviorally relevant stimuli and these responses are modified by specific perceptual/social experience during development.","It is hypothesize that a small population of higher-order auditory neurons is innately selective for complex features of behaviorally relevant stimuli and these responses are modified by specific perceptual/social experience during development."
"Temporal Structure in Zebra Finch Song: Implications for Motor Coding","https://scispace.com/paper/temporal-structure-in-zebra-finch-song-implications-for-3on816bma8","2006","Journal Article","The Journal of Neuroscience","Christopher M. Glaze
Todd W. Troyer","10.1523/JNEUROSCI.3387-05.2006","","Adult zebra finch songs consist of stereotyped sequences of syllables. Although some behavioral and physiological data suggest that songs are structured hierarchically, there is also evidence that they are driven by nonhierarchical, clock-like bursting in the premotor nucleus HVC (used as a proper name). In this study, we developed a semiautomated template-matching algorithm to identify repeated sequences of syllables and a modified dynamic time-warping algorithm to make fine-grained measurements of the temporal structure of song. We find that changes in song length are expressed across the song as a whole rather than resulting from an accumulation of independent variance during singing. Song length changes systematically over the course of a day and is related to the general level of bird activity as well as the presence of a female. The data also show patterns of variability that suggest distinct mechanisms underlying syllable and gap lengths: as tempo varies, syllables stretch and compress proportionally less than gaps, whereas syllable-syllable and gap-gap correlations are significantly stronger than syllable-gap correlations. There is also increased temporal variability at motif boundaries and especially strong positive correlations between the same syllables sung in different motifs. Finally, we find evidence that syllable onsets may have a special role in aligning syllables with global song structure. Generally, the timing data support a hierarchical view in which song is composed of smaller syllable-based units and provide a rich set of constraints for interpreting the results of physiological recordings.","It is found that changes in song length are expressed across the song as a whole rather than resulting from an accumulation of independent variance during singing, and there is evidence that syllable onsets may have a special role in aligning syllables with global song structure."
"Horizontal Transmission of the Father's Song in the Zebra Finch (Taeniopygia Guttata)","https://scispace.com/paper/horizontal-transmission-of-the-father-s-song-in-the-zebra-3frq97nilu","2013","Journal Article","Biology Letters","Sébastien Derégnaucourt
Manfred Gahr","10.1098/RSBL.2013.0247","","As is the case for human speech, birdsong is transmitted across generations by imitative learning. Although transfer of song patterns from adults to juveniles typically occurs via vertical or oblique transmission, there is also evidence of horizontal transmission between juveniles of the same generation. Here, we show that a young male zebra finch (Taeniopygia guttata) that has been exposed to its father during the sensitive period for song learning can lead a brother, that has never heard the paternal song, to imitate some sounds of the father. Moreover, song similarity between the two brothers was higher than the similarity measured between the paternal song and the song of the brother that had a week-long exposure to the father. We speculate that the phenomenon of within-generation song learning among juveniles may be more widespread than previously thought and that when a juvenile evaluates potential models for imitative learning, a sibling may be as salient as an adult.","It is shown that a young male zebra finch that has been exposed to its father during the sensitive period for song learning can lead a brother, that has never heard the paternal song, to imitate some sounds of the father."
"Early experience and plasticity of song in adult male zebra finches (Taeniopygia guttata)","https://scispace.com/paper/early-experience-and-plasticity-of-song-in-adult-male-zebra-3x80cb1kbr","1996","Journal Article","Journal of Comparative Psychology","AE Jones
C Tencate
Pjb Slater","10.1037/0735-7036.110.4.354","","Zebra finches (Taeniopygia guttata) learn song primarily at 35-65 days of age, but birds deprived of experience at that stage may modify their songs later. Experiments on 5 groups examined the effect of varying early social experience on the plasticity of adult song. Major changes of song in adulthood were rare, and new syllables were memorized only in the more socially impoverished groups. Most songs underwent minor changes, in syllable structure or stereotypy, as well as in the addition or deletion of syllables. Two factors appeared to be important in determining the amount of change: the extent of social deprivation that the bird had experienced and, in the case of group-reared birds, the degree of song matching between social companions.","Zebra finches (Taeniopygia guttata) learn song primarily at 35-65 days of age, but birds deprived of experience at that stage may modify their songs later, resulting in minor changes in syllable structure or stereotypy."
