"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Critical slowing down and noise-induced intermittency in bistable perception: bifurcation analysis","https://scispace.com/paper/critical-slowing-down-and-noise-induced-intermittency-in-2wa30hamr4","2014","Journal Article","Biological Cybernetics","Alexander N. Pisarchik
Rider Jaimes-Reátegui
C. D. Magallón-García
C. Obed Castillo-Morales","10.1007/S00422-014-0607-5","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bistable Necker‑cube perception to measure forward/backward hysteresis; no Mooney images, contrast thresholds, pop‑out, or subject‑level data reported.","Stochastic dynamics and critical slowing down were studied experimentally and numerically near the onset of dynamical bistability in visual perception under the influence of noise. Exploring the Necker cube as the essential example of an ambiguous figure, and using its wire contrast as a control parameter, we measured dynamical hysteresis in two coexisting percepts as a function of both the velocity of the parameter change and the background luminance. The bifurcation analysis allowed us to estimate the level of cognitive noise inherent to brain neural cells activity, which induced intermittent switches between different perception states. The results of numerical simulations with a simple energy model are in good qualitative agreement with psychological experiments.","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Bistable Perception of Ambiguous Images – Analytical Model","https://scispace.com/paper/bistable-perception-of-ambiguous-images-analytical-model-4ufn1mthvo","2019","Book Chapter","","Evgeny Meilikov
Evgeny Meilikov
Rimma Farzetdinova","10.1007/978-3-030-30425-6_10","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Arrhenius model to predict hysteresis in ambiguous image perception, matching bistable hysteresis criterion; lacks Mooney images, contrast thresholds, pop‑out, and individual‑subject data.","Watching an ambiguous image leads to the bistability of its perception, that randomly oscillates between two possible interpretations. The relevant evolution of the neuron system is usually described with the equation of its “movement” over the nonuniform energy landscape under the action of the stochastic force. We utilize the alternative approach suggesting that the system is in the quasi-stationary state being described by the Arrhenius equation. The latter determines the probability of the dynamical variation of the image (for example, the left and right Necker cubes [1]) along one scenario or another. Probabilities of transitions from one perception to another are defined by barriers that detach corresponding wells of the energy landscape, and the relative value of the noise influencing this process. The mean noise value could be estimated from experimental data. The model predicts logarithmic dependence of the perception hysteresis width on the period of cyclic sweeping the parameter, controlling the perception (for instance, the contrast of the presented object). It agrees with the experiment and allows to estimate the time interval between two various perceptions.","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Yes
N_SUBJECTS: Not available in metadata.
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Low"
"Perceptual learning in clear displays optimizes perceptual expertise: learning the limiting process.","https://scispace.com/paper/perceptual-learning-in-clear-displays-optimizes-perceptual-3qg8c87to6","2005","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Barbara Anne Dosher
Zhong-Lin Lu","10.1073/PNAS.0500492102","https://scispace.com/pdf/perceptual-learning-in-clear-displays-optimizes-perceptual-3qg8c87to6.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Examines general perceptual learning with contrast thresholds; lacks Mooney images, hysteresis, or pop‑out effects, but reports individual observer thresholds.","Human operators develop expertise in perceptual tasks by practice or perceptual learning. For noisy displays, practice improves performance by learned external-noise filtering. For clear displays, practice improves performance by improved amplification or enhancement of the stimulus. Can these two mechanisms of perceptual improvement be trained separately? In an orientation task, we found that training with clear displays generalized to performance in noisy displays, but we did not find the reverse to be true. In noisy displays, the noise in the stimulus limits performance. In clear displays, performance is limited by noisiness of internal representations and processes. Our results suggest that training in one display condition optimizes the limiting factor(s) in performance in that condition and that noise filtering is also improved by exposure to the stimulus in clear displays. The asymmetric pattern of transfer implies the existence of two independent mechanisms of perceptual learning, which may reflect channel reweighting in adult visual system. These results also suggest that training operators with clear stimuli may suffice to improve performance in a range of clear and noisy environments by simultaneous learning by two mechanisms.","INDIVIDUAL_SUBJECTS: Yes
THRESHOLD_DATA: Yes
DATA_ACCESS: Figures
HYSTERESIS: Not addressed in this paper.
N_SUBJECTS: 6
N_MEASUREMENTS: Not addressed in this paper.
PRIORITY: High"
"Multi-stable perception balances stability and sensitivity","https://scispace.com/paper/multi-stable-perception-balances-stability-and-sensitivity-48qbxc2yxu","2013","Journal Article","Frontiers in Computational Neuroscience","Alexander Pastukhov
Pedro Ernesto García-Rodríguez
Joachim Haenicke
Antoni Guillamon
Gustavo Deco
Jochen Braun","10.3389/FNCOM.2013.00017","https://scispace.com/pdf/multi-stable-perception-balances-stability-and-sensitivity-48qbxc2yxu.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides individual‑subject dynamics of multistable perception; lacks Mooney images, contrast thresholds, or pop‑out effects.","We report that multi-stable perception operates in a consistent, dynamical regime, balancing the conflicting goals of stability and sensitivity. When a multi-stable visual display is viewed continuously, its phenomenal appearance reverses spontaneously at irregular intervals. We characterized the perceptual dynamics of individual observers in terms of four statistical measures: the distribution of dominance times (mean and variance) and the novel, subtle dependence on prior history (correlation and time-constant). The dynamics of multi-stable perception is known to reflect several stabilizing and destabilizing factors. Phenomenologically, its main aspects are captured by a simplistic computational model with competition, adaptation, and noise. We identified small parameter volumes (~3% of the possible volume) in which the model reproduced both dominance distribution and history-dependence of each observer. For 21 of 24 data sets, the identified volumes clustered tightly (~15% of the possible volume), revealing a consistent `operating regime' of multi-stable perception. The `operating regime' turned out to be marginally stable or, equivalently, near the brink of an oscillatory instability. The chance probability of the observed clustering was <0.02. To understand the functional significance of this empirical `operating regime', we compared it to the theoretical `sweet spot' of the model. We computed this `sweet spot' as the intersection of the parameter volumes in which the model produced stable perceptual outcomes and in which it was sensitive to input modulations. Remarkably, the empirical `operating regime' proved to be largely coextensive with the theoretical `sweet spot'. This demonstrated that perceptual dynamics was not merely consistent but also functionally optimized (in that it balances stability with sensitivity). Our results imply that multi-stable perception is not a laboratory curiosity, but reflects a functional optimization of perceptual dynamics","INDIVIDUAL_SUBJECTS: Yes
THRESHOLD_DATA: No
DATA_ACCESS: None
HYSTERESIS: Not addressed in this paper.
N_SUBJECTS: 15
N_MEASUREMENTS: 24
PRIORITY: High"
"Computational Explorations in Perceptual Learning","https://scispace.com/paper/computational-explorations-in-perceptual-learning-175npexsso","2007","","","Guillaume Hennequin","","","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers Hebbian model and neural recordings of perceptual learning, yet no Mooney images, thresholds, hysteresis, pop‑out, bistability, or subject‑level data.","Performance in a perceptual task improves with practice, a phenomenon known as perceptual learning. Its behavioral aspect has been receiving massive interest for over a century, while what happens in the brain that underlies the usually dramatic perceptual improvement remains largely unknown. Over the last two decades, the psychophysics literature has been focusing on the properties of this learning that can help pinning down a locus of learning. Early areas in the visual pathway seem to be excellent candidates. Only recently, physiologists have been applying recording techniques to look into the neural correlates of perceptual learning in monkey, showing that fine modifications of the stimulus representation occur in those areas. First, we show that these patterns of neural changes are very well accounted for in a model of unsupervised Hebbian learning relying on the prior distribution of input stimulus. Second, we use a population coding/decoding approach to relate physiology to perception, and show that not much improvement can actually be achieved on the basis of such representational changes. We discuss alternative options.","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Unclear
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Untangling perceptual memory: hysteresis and adaptation map into separate cortical networks","https://scispace.com/paper/untangling-perceptual-memory-hysteresis-and-adaptation-map-qg9lwunfyt","2014","Journal Article","Cerebral Cortex","Caspar M. Schwiedrzik
Christian C. Ruff
Christian C. Ruff
Andreea Lazar
Andreea Lazar
Frauke C. Leitner
Wolf Singer
Lucia Melloni","10.1093/CERCOR/BHS396","","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides fMRI evidence of separate hysteresis/adaptation networks and a Bayesian model; lacks Mooney images, contrast thresholds, or individual psychophysical data.","Perception is an active inferential process in which prior knowledge is combined with sensory input, the result of which determines the contents of awareness. Accordingly, previous experience is known to help the brain “decide” what to perceive. However, a critical aspect that has not been addressed is that previous experience can exert 2 opposing effects on perception: An attractive effect, sensitizing the brain to perceive the same again (hysteresis), or a repulsive effect, making it more likely to perceive something else (adaptation). We used functional magnetic resonance imaging and modeling to elucidate how the brain entertains these 2 opposing processes, and what determines the direction of such experience-dependent perceptual effects. We found that although affecting our perception concurrently, hysteresis and adaptation map into distinct cortical networks: a widespread network of higher-order visual and fronto-parietal areas was involved in perceptual stabilization, while adaptation was confined to early visual areas. This areal and hierarchical segregation may explain how the brain maintains the balance between exploiting redundancies and staying sensitive to new information. We provide a Bayesian model that accounts for the coexistence of hysteresis and adaptation by separating their causes into 2 distinct terms: Hysteresis alters the prior, whereas adaptation changes the sensory evidence (the likelihood function).","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Gain neuromodulation mediates perceptual switches: evidence from pupillometry, fMRI, and RNN Modelling","https://scispace.com/paper/gain-neuromodulation-mediates-perceptual-switches-evidence-4y3dmyyh7o","2024","Preprint","","Gabriel Wainstein
Christopher J. Whyte
Kaylena A. Ehgoetz Martens
Eli J. Müller
Brandon R. Munn
Vicente Medel
Britt Anderson
Elisabeth Stöttinger
James Danckert
James M. Shine","10.7554/elife.93191.1","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ambiguous figure task to study perceptual switches, providing fMRI and pupillometry data (highly relevant neurophysiology). Models switches with RNN gain changes (somewhat relevant computational modeling). Addresses bistable perception hysteresis but not Mooney images or individual thresholds.","Perceptual updating has been proposed to rely upon evolving activity within a recurrent, distributed thalamocortical network whose interconnections are modulated by bursts of ascending neuromodulatory neurotransmitters, such as noradrenaline. To test this hypothesis mechanistically, we leveraged a combination of pupillometry, fMRI and recurrent neural network modelling of an ambiguous figures task. Qualitative shifts in the perceptual interpretation of an ambiguous image were associated with peaks in pupil diameter, an indirect readout of phasic bursts in neuromodulatory tone. We hypothesized that increases in neuromodulatory tone led to neural gain alteration so as to causally mediate perceptual switches. To test this hypothesis, we trained a recurrent neural network to perform an analogous perceptual categorisation task, and then manipulated the gain of the RNN to mimic the effect of neuromodulatory tone. As predicted, we observed an earlier perceptual shift as a function of heightened gain. Leveraging a low-dimensional readout of the RNN dynamics, we developed two novel predictions: perceptual switches should co-occur with peaks in low-dimensional brain state velocity and with flattened energy landscape dynamics. We used dimensionality-reduced summaries of whole-brain fMRI dynamics to independently confirm each of these predictions. These results support the role of the neuromodulatory system in the large-scale network reconfigurations that mediate abrupt changes in perception. ","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Unclear
N_SUBJECTS: Not available in metadata.
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Not available in metadata."
"The stabilization of visibility for sequentially presented, low-contrast objects: Experiments and neural field model","https://scispace.com/paper/the-stabilization-of-visibility-for-sequentially-presented-4uoqkctght","2023","Journal Article","Journal of Vision","Howard S. Hock
Gregor Schöner","10.1167/jov.23.8.12","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses neural field simulations to explain visibility stabilization of low‑contrast line segments; no Mooney images, contrast thresholds, or individual subject data. Provides a computational model but lacks neurophysiological or cross‑modal evidence.","In any environment, events transpire in temporal sequences. The general principle governing such sequences is that each instance of the event is influenced by its predecessors. It is shown here that this principle is true for a fundamental aspect of visual perception: visibility. A series of nine psychophysical experiments and associated neural dynamic simulations provide evidence that two non-stimulus factors, self-excitation and short-term memory, stabilize the visibility of a simple low-contrast object (a line segment) as it moves over a sequence of unpredictable locations. Stabilization was indicated by the very low probability of visible-to-invisible switches, and dependence on preceding visibility states was indicated by hysteresis as the contrast of the object was gradually decreased or increased. The contribution of self-excitation to stabilization was indicated by increased visible-to-invisible switching (decreased hysteresis) following adaptation of the visibility state, and the contribution of memory to stabilization was indicated by visibility “bridging” long blank intervals separating each relocation of the object. Because of the unpredictability of the relocations of the object, its visibility at one location pre-shapes visibility at its next location via persisting subthreshold activation of detectors surrounding the low-contrast object. All effects were modeled, including contributions from adaptation and recurrent inhibition, with a single set of parameter values. ","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Yes
DATA_ACCESS: None
HYSTERESIS: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Unclear"
"Modeling Time to Visual Insight in Mooney Image Recognition with a Chaotic Recurrent Neural Network","https://scispace.com/paper/WIDzTjezu64J","","","","M Kimura
Y Matsushita
M Inoue
S Seno
T Murata","","https://www.biorxiv.org/content/10.64898/2026.01.12.699047.full.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a chaotic recurrent neural network to model time to insight in Mooney image recognition, providing a computational account but lacking behavioral thresholds, learning curves, or neural data.","","INDIVIDUAL_SUBJECTS: No
THRESHOLD_DATA: No
DATA_ACCESS: None
HYSTERESIS: No
N_SUBJECTS: Not available in metadata.
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Not available in metadata."
"Neural responses to Mooney images reveal a modular representation of faces in human visual cortex","https://scispace.com/paper/neural-responses-to-mooney-images-reveal-a-modular-bavdyryp3n","2004","Journal Article","NeuroImage","Timothy J. Andrews
Denis Schluppeck","10.1016/J.NEUROIMAGE.2003.08.023","http://www.psychology.nottingham.ac.uk/research/vision/papers/andrews-schluppeck-neuroimage-04.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides fMRI evidence of face-selective responses to Mooney images, but lacks any perceptual learning, threshold, hysteresis, pop‑out, bistable, or individual‑subject analyses.","","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Unclear
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Bistable perception modeled as competing stochastic integrations at two levels.","https://scispace.com/paper/bistable-perception-modeled-as-competing-stochastic-wzwubto9mt","2009","Journal Article","PLOS Computational Biology","Guido Gigante
Maurizio Mattia
Jochen Braun
Paolo Del Giudice","10.1371/JOURNAL.PCBI.1000430","https://scispace.com/pdf/bistable-perception-modeled-as-competing-stochastic-wzwubto9mt.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a two‑level stochastic integration model to explain bistable perception, providing a computational framework but no Mooney images, contrast thresholds, pop‑out, individual data, or neural recordings.","We propose a novel explanation for bistable perception, namely, the collective dynamics of multiple neural populations that are individually meta-stable. Distributed representations of sensory input and of perceptual state build gradually through noise-driven transitions in these populations, until the competition between alternative representations is resolved by a threshold mechanism. The perpetual repetition of this collective race to threshold renders perception bistable. This collective dynamics – which is largely uncoupled from the time-scales that govern individual populations or neurons – explains many hitherto puzzling observations about bistable perception: the wide range of mean alternation rates exhibited by bistable phenomena, the consistent variability of successive dominance periods, and the stabilizing effect of past perceptual states. It also predicts a number of previously unsuspected relationships between observable quantities characterizing bistable perception. We conclude that bistable perception reflects the collective nature of neural decision making rather than properties of individual populations or neurons.","INDIVIDUAL_SUBJECTS: No
THRESHOLD_DATA: Yes
DATA_ACCESS: Figures
HYSTERESIS: Yes
N_SUBJECTS: Not addressed in this paper.
N_MEASUREMENTS: Not addressed in this paper.
PRIORITY: High"
"Early neural activity in Necker-cube reversal: Evidence for low-level processing of a gestalt phenomenon","https://scispace.com/paper/early-neural-activity-in-necker-cube-reversal-evidence-for-2rgp3vmyo4","2004","Journal Article","Psychophysiology","Jürgen Kornmeier
Michael Bach","10.1046/J.1469-8986.2003.00126.X","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides early EEG evidence for bistable figure reversal, but lacks Mooney images, contrast thresholds, hysteresis, pop‑out, or individual‑subject learning data.","Normally we experience the visual world as stable. Ambiguous figures provide a fascinating exception: On prolonged inspection, the ""Necker cube"" undergoes a sudden, unavoidable reversal of its perceived front-back orientation. What happens in the brain when spontaneously switching between these equally likely interpretations? Does neural processing differ between an endogenously perceived reversal of a physically unchanged ambiguous stimulus and an exogenously caused reversal of an unambiguous stimulus? A refined EEG paradigm to measure such endogenous events uncovered an early electrophysiological correlate of this spontaneous reversal, a negativity beginning at 160 ms. Comparing across nine electrode locations suggests that this component originates in early visual areas. An EEG component of similar shape and scalp distribution, but 50 ms earlier, was evoked by an external reversal of unambiguous figures. Perceptual disambiguation seems to be accomplished by the same structures that represent objects per se, and to occur early in the visual stream. This suggests that low-level mechanisms play a crucial role in resolving perceptual ambiguity.","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Unclear
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"The asymmetric transfers of visual perceptual learning determined by the stability of geometrical invariants","https://scispace.com/paper/the-asymmetric-transfers-of-visual-perceptual-learning-3twssi6ln8","2024","Journal Article","bioRxiv","Yan Yang
Yan Zhuo
Zhentao Zuo
Tiangang Zhuo
Lin Chen","10.1101/2024.01.02.573923","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Studies geometric invariants, not Mooney images; lacks contrast thresholds, hysteresis, pop‑out, bistable tasks, and individual data; includes DNN modeling of learning.","We could recognize the dynamic world quickly and accurately benefiting from extracting invariance from highly variable scenes, and this process can be continuously optimized through visual perceptual learning. It is widely accepted that more stable invariants are prior to be perceived in the visual system. But how the structural stability of invariants affects the process of perceptual learning remains largely unknown. We designed three geometrical invariants with varying levels of stability for perceptual learning: projective (e.g., collinearity), affine (e.g., parallelism), and Euclidean (e.g., orientation) invariants, following the Klein’s Erlangen program. We found that the learning effects of low-stability invariants could transfer to those with higher stability, but not vice versa. To uncover the mechanism of the asymmetric transfers, we used deep neural networks to simulate the learning procedure and further discovered that more stable invariants were learned faster. Additionally, the analysis of the network’s weight changes across layers revealed that training on less stable invariants induced more changes in lower layers. These findings suggest that the process of perceptual learning in extracting different invariants is consistent with the Klein hierarchy of geometries and the relative stability of the invariants plays a crucial role in the mode of learning and generalization.","INDIVIDUAL_SUBJECTS: Unclear
THRESHOLD_DATA: Unclear
DATA_ACCESS: None
HYSTERESIS: Unclear
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Bistable perception of ambiguous images: simple Arrhenius model","https://scispace.com/paper/bistable-perception-of-ambiguous-images-simple-arrhenius-1yadnxnwk1","2019","Journal Article","Cognitive Neurodynamics","E. Z. Meilikhov
R. M. Farzetdinova","10.1007/S11571-019-09554-9","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Arrhenius model to predict hysteresis width in ambiguous figures; provides computational modeling but lacks Mooney images, contrast thresholds, pop‑out effects, or subject‑level data.","Watching an ambiguous image leads to the bistability of its perception, that randomly oscillates between two possible interpretations. The relevant evolution of the neuron system is usually described with the equation of its “movement” over the nonuniform energy landscape under the action of the stochastic force, corresponding to noise perturbations. We utilize the alternative (and simpler) approach suggesting that the system is in the quasi-stationary state being described by the Arrhenius equation. The latter, in fact, determines the probability of the dynamical variation of the image being percepted (for example, the left Necker cube $$\leftrightarrow$$
 the right Necker cube) along one scenario or another. Probabilities of transitions from one perception to another are defined by barriers detaching corresponding wells of the energy landscape, and the relative value of the noise (analog of temperature) influencing this process. The mean noise value could be estimated from experimental data. The model predicts logarithmic dependence of the perception hysteresis width on the period of cyclic sweeping the parameter, controlling the perception (for instance, the contrast of the presented object). It agrees with the experiment and allows to estimate the time interval between two various perceptions.","INDIVIDUAL_SUBJECTS: No
THRESHOLD_DATA: No
DATA_ACCESS: None
HYSTERESIS: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
