"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"The temporal dynamics of insight problem solving – restructuring might not always be sudden","https://scispace.com/paper/the-temporal-dynamics-of-insight-problem-solving-30z1neh00b","2021","Journal Article","Thinking & Reasoning","Merim Bilalić
Mario Graf
Nemanja Vaci
Amory H. Danek","10.1080/13546783.2019.1705912","https://scispace.com/pdf/the-temporal-dynamics-of-insight-problem-solving-30z1neh00b.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses eye‑tracking and Aha! questionnaires on matchstick math to probe insight; fits mathematical insight criterion, but lacks rat, pigeon, reading data and trial‑by‑trial performance curves.","Insight problems are likely to trigger an initial, inappropriate mental representation, which needs to be restructured in order to find the solution. Despite the widespread theoretical assumption t...","INDIVIDUAL_DATA: Yes
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_TRANSITION: Yes
N_SUBJECTS: 73 for Problem A, 61 for Problem B
N_MEASUREMENTS: 10 time periods for eye movements, 4 dimensions for Aha! questionnaire
PRIORITY: High"
"Reading Fluency in Young Children Who Can Read Individual Letters Fluently But Not Whole Words : A Longitudinal Study","https://scispace.com/paper/reading-fluency-in-young-children-who-can-read-individual-33lyxzy8cw","2009","Journal Article","","Shino Sakono
Tomohiko Ito","10.6033/TOKKYOU.46.405","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Tracks individual children's reading speed over months, showing rapid gains in word fluency; lacks trial‑by‑trial insight metrics, animal work, or neural modeling.","The purpose of the present study was to investigate longitudinally the development of fiuency in reading words and nonwords in typically developing children who could read all the letters in the words but could not read thc whole words fiuently, The participants were 5 children aged 4 to 5. Words and nonwords were used as stimuli in a reading task. The number of correct and fiuent readings increased more rapidly for the words than for the nonwords in 3 of thc children. aorrect and fluent rcadings of both the words and the nonwords by the fourth child increased rapidly. The fifth child could only 1 word and 1 nonword by thc final measurement day. At thc beginning ofthe study, the mean reading time for thc words by 2 of the 5 children was shorter than for the nonwords. The present results suggest that a variety of rates or proc¢ sses exist in the dcvclopment of reading fiuency for words and nonwords in typically developing children.","INDIVIDUAL_DATA: Yes
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: None
SUDDEN_TRANSITION: No
N_SUBJECTS: 5
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Medium"
"Problem solving behavior: an experimental example","https://scispace.com/paper/problem-solving-behavior-an-experimental-example-2dkh81wvgp","1991","Journal Article","Psicothema","M. Carmen Luciano","","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Epstein‑style box‑pushing/chaining to examine pigeon insight; provides detailed response chains but lacks trial‑by‑trial latency curves, cross‑domain links, or neuro/computational modeling.","This article analyzes a type of Problem Solving Behavior in which (a) the responses were chained by direct contingencies, (b) a new response was included (one of the behavior chained was, then, new), and (c) all individual responses were maintained under the same motivational condition as that which controlled in the problem solving test. The first experiment systematically replicated Epstein's 1985 study by separately training a pigeon to push a box towards a green spot, after non-directional pushing, to climb and stand on the box, and to peck a facsimile of a banana in the bird's reach. Differences with regard to Epstein's study were: no extinction of flying or jumping with the banana out of the bird's reach, using a naive pigeon. In the test (with the banana out of reach and the box on the opposite side of the chamber) the pigeon stretched repeatedly towards the banana, pushed towards it, stopped under it, climbed, and pecked it several times. Experiment 2 evaluated how the different responses contributed to problem solving. A test was conducted after the training of each behavior. Four pigeons participated; two of the four pigeons were trained to push a box towards a target and two were trained to push the box away from a target in and attempt to isolate the stimuli controlling directional pushing in the test. In each test, only responses acquired previously, either directly or by generalization, appeared during each test. Pigeons trained to push towards or away from the spot, pushed, respectively, towards or away from the banana in the test, except for one pigeon which never pushed in any direction. No flying or jumping appeared. The test conducted after all the responses had been trained (Final Test) showed sequences with all the possible responses, but the order in which they appeared formed unsuccessful or ""almost"" successful chains (""almost"" because the pigeon stood on the box with its back to the banana, but pecking did not occur: the banana was not in the bird's visual field). Some factors likely to explain these results are discussed as a function of: (a) the comparative rates of reinforcement among the possible responses in the test, which probably accounts for the order of the chained responses (and hence, of the successful or unsuccessful chains), (b) the schedule of reinforcement for each behavior, which probably gave rise to successful connected chains (one response quickly followed by another) or successful but disconnected chains (unnecessary repetitions of the responses constituting the solution to the problem). Along with evidence from other studies these results led to a consideration of different types of successful problem solving.","INDIVIDUAL_DATA: Yes
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSITION: Unclear
N_SUBJECTS: 5
N_MEASUREMENTS: Unclear
PRIORITY: Medium"
"Premonitions of insight predict impending error.","https://scispace.com/paper/premonitions-of-insight-predict-impending-error-ckdarntnqc","1986","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Janet Metcalfe","10.1037/0278-7393.12.4.623","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses repeated warmth judgments to track insight moments and error prediction in human problem solving; captures abrupt performance shifts but focuses on a single domain and lacks cross‑species, neural, or formal modeling components.","Five experiments explored the dynamic metacognitions that accompany the problem- and anagramsolving processes. Subjects repeatedly rated how ""warm"" or close they were to solution. High feelings of warmth before an answer indicated that the answer would be incorrect. Moderately low warmth ratings characterized correct responses. The data suggest that the high warmth ratings may result from a process wherein subjects convince themselves that an inelegant but plausible (wrong) answer is correct. No gradual rationalization process precedes the correct response to insight problems. The warmth-rating data also indicate that when the correct answer was given to the problems and anagrams used in this study, there was usually a subjectively catastrophic insight process. In this article, I investigate dynamic metacognitions that lead up to the production of correct or incorrect solutions in solving insight problems and anagrams. A technique is used in which subjects are asked to give judgments about how close they feel to the solution of problems—call ed feeling-of-wa rmth judgments—repeatedly during the course of problem solving. These judgments are called ""warmth"" judgments after the searching game in which one person hides an object and then directs others who do not know where the object is by telling them that","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: None
SUDDEN_TRANSITION: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Medium"
"Automaticity, retrieval processes, and reading: a longitudinal study in average and impaired readers.","https://scispace.com/paper/automaticity-retrieval-processes-and-reading-a-longitudinal-27upk0axk3","1986","Journal Article","Child Development","Maryanne Wolf
Heidi Bally
Robin G. Morris","10.1111/J.1467-8624.1986.TB00260.X","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal naming‑speed data to show how automaticity emerges and reading fluency accelerates in children, directly addressing sudden fluency in reading acquisition.","In this longitudinal investigation, the development of word-retrieval speed and its relationship to reading was studied in 72 average and 11 severely impaired readers in the kindergarten to grade 2 period (5-8 years). Subjects received a battery of 3 reading measures and 4 continuous naming tests with varied stimulus requirements. Results indicated that the relationship of retrieval speed to reading is a function of development and the correspondence between higher- and lower-level processes in the specific retrieval and reading measures. As automaticity in retrieval developed in average readers, naming-speed/reading relationships moved from strong, general predictions to highly differentiated ones. The strongest correlations were between naming speed for graphological stimuli and lower-level reading tasks. Impaired readers performed slower than average readers on all naming measures across all years, particularly on graphological symbols. 3 dyslexic subgroups emerged: the largest was globally impaired across all naming rate and reading tasks; 2 smaller subgroups had early specific, retrieval-rate deficits and dissociated reading deficits.","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: None
SUDDEN_TRANSITION: No
N_SUBJECTS: 83
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Medium"
"The Role of Curiosity1 and Curiosity2 in the Emergence of Insight","https://scispace.com/paper/the-role-of-curiosity1-and-curiosity2-in-the-emergence-of-5dgvwmnbjj","2024","Book Chapter","","William James Jacobs
Janet Metcalfe","10.1017/9781009244244.006","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Links insight to a switch between two curiosity systems, offering a cross‑domain mechanism for sudden performance jumps; discusses default‑mode neural basis and mentions nonhuman animal evidence, but lacks specific rat, pigeon, reading, math, or trial‑by‑trial analyses.","We propose that the processes underlying insight problem solving in humans depend on two distinctly different forms of curiosity: Curiosity1 (which is associated with a habit-based, goal-centered, reinforcement learning processing system), and Curiosity2 (which depends on the discursive, default mode, medial-temporal-lobe based processing system). The former kind of curiosity is goal directed and increases with approach to the rewarding answer. The latter is exploratory and goal averse: ""twiddling."" The possibility of insight, we suggest, depends upon the individual initiating a deliberate system switch upon apprehension of an impasse. Problem solving involves engaging in a habitual mode of responding and motivation by Curiosity1. With insight problems, however, this normal mode fails to lead to a solution, and impasse results. Acknowledgment of the impasse may trigger a strategic switch to a different kind of curiosity and information processing system: the discursive, default mode Curiosity2 system, wherein the solution that was previously unavailable may be found. This view is consistent with traditional stages posited to be involved in insight problem solving. However, several paradigms used to study creativity or investigate 'Aha!' reactions do not fit easily with this view of insight. Using this perspective, we evaluate the evidence for insight in nonhuman animals. ","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSITION: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Aha! moments correspond to meta-cognitive prediction errors","https://scispace.com/paper/aha-moments-correspond-to-meta-cognitive-prediction-errors-2g4ne8da9m","2021","Posted Content","","Rachit Dubey
Ho Mk
Hermish Mehta
Thomas L. Griffiths","10.31234/OSF.IO/C5V42","https://scispace.com/pdf/aha-moments-correspond-to-meta-cognitive-prediction-errors-2g4ne8da9m.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Explores Aha! moments via meta‑cognitive time prediction errors in anagram solving; relevant to insight mechanisms but lacks rat/pigeon/reading data, math focus, modeling, neuro, cross‑species, longitudinal aspects.","Psychologists have long been fascinated with understanding the nature of Aha! moments, moments when we transition from not knowing to suddenly realizing the solution to a problem. In this work, we present a theoretical framework that explains when and why we experience Aha! moments. Our theory posits that during problem-solving, in addition to solving the problem, people also maintain a meta-cognitive model of their ability to solve the problem as well as a prediction about the time it would take them to solve that problem. Aha! moments arise when we experience a positive error in this meta-cognitive prediction, i.e. when we solve a problem much faster than we expected to solve it. We posit that this meta-cognitive error is analogous to a positive reward prediction error thereby explaining why we feel so good after an Aha! moment. A large-scale pre-registered experiment on anagram solving supports this theory, showing that people's time prediction errors are strongly correlated with their ratings of an Aha! experience while solving anagrams. A second experiment provides further evidence to our theory by demonstrating a causal link between time prediction errors and the Aha! experience. These results highlight the importance of meta-cognitive prediction errors and deepen our understanding of human meta-reasoning.","INDIVIDUAL_DATA: No
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: Repository
SUDDEN_TRANSITION: Yes
N_SUBJECTS: 1230 (Experiment 1), 302 (Experiment 2)
N_MEASUREMENTS: 5 anagrams per participant
PRIORITY: High"
"Working memory and insight in the nine-dot problem","https://scispace.com/paper/working-memory-and-insight-in-the-nine-dot-problem-1rshea4253","2010","Journal Article","Memory & Cognition","Jason Chein
Robert W. Weisberg
Naomi L. Streeter
Shaleigh Kwok","10.3758/MC.38.7.883","https://scispace.com/pdf/working-memory-and-insight-in-the-nine-dot-problem-1rshea4253.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses spatial WM and trial‑by‑trial warmth ratings to study insight in the nine‑dot problem, matching insight‑moment criteria but unrelated to rats, pigeons, reading, cross‑domain links, or neuro/computational modeling.","In the present article, we examine the contribution of working memory (WM) to solution of the nine-dot problem, a classic insight problem. Prior research has generally demonstrated a limited role for WM in the solution of insight problems, which are typically assumed to be solved without conscious planning. However, MacGregor, Ormerod, and Chronicle (2001) proposed an information-processing model that solves the nine-dot problem by relying on a visual WM mechanism, which they term lookahead. In the present research, we examine whether performance on the nine-dot problem is indeed predicted by WM capacity. The results indicated that spatial WM capacity predicted the tendency to draw lines outside the configuration of dots and predicted the solution on a hint-aided version of the problem. Furthermore, within those solving the problem, higher spatial WM capacity was also related to faster solutions. The results support the information-processing model and suggest a more essential role for WM and planning in insight problem solving than has previously been acknowledged.","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: None
SUDDEN_TRANSITION: Yes
N_SUBJECTS: 51 (Experiment 1), 54 (Experiment 2), 27 (Experiment 3)
N_MEASUREMENTS: 7 time points (FOW ratings)
PRIORITY: Medium"
"Wayfinding and restructuring in a novel city: an insight problem solving task.","https://scispace.com/paper/wayfinding-and-restructuring-in-a-novel-city-an-insight-avfwg8ilds","2015","Journal Article","Cognitive Science","Judit Pétervári
Amory H. Danek
Virginia L. Flanagin","","https://bi.snu.ac.kr/Courses/cogsci15f/Wayfinding%20and%20restructuring%20in%20a%20novel%20city%20an%20insight%20problem%20solution.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses VR wayfinding to capture abrupt insight-driven performance jumps and error‑rate curves, linking restructuring to sudden improvement; lacks rat, pigeon, reading, math, neural, or cross‑species data, and offers only theoretical rather than formal models.","","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSITION: Yes
N_SUBJECTS: Not available in metadata.
N_MEASUREMENTS: Not available in metadata.
PRIORITY: Low"
"Species-conserved mechanisms of cognitive flexibility in complex environments","https://scispace.com/paper/species-conserved-mechanisms-of-cognitive-flexibility-in-ziw4f1pm","2022","Posted Content","bioRxiv","Florian Bähner
Tzvetan Popov
Selina Hermann
Nico Boehme
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer-Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1101/2022.11.14.516439","","- **Relevance Score:** 8/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat prefrontal recordings and human MEG to decode strategy shifts; shows abrupt behavioral transitions via strategy probing; includes cross‑species data and novel multidimensional rule‑learning paradigm, but lacks pigeon, reading, math insight, developmental or detailed trial‑by‑trial error‑curve modeling.","Flexible decision making in complex environments is a hallmark of intelligent behavior but the underlying learning mechanisms and neural computations remain elusive. Through a combination of behavioral, computational and electrophysiological analysis of a novel multidimensional rule-learning paradigm, we show that both rats and humans sequentially probe different behavioral strategies to infer the task rule, rather than learning all possible mappings between environmental cues and actions as current theoretical formulations suppose. This species-conserved process reduces task dimensionality and explains both observed sudden behavioral transitions and positive transfer effects. Behavioral strategies are represented by rat prefrontal activity and strategy-related variables can be decoded from magnetoencephalography signals in human prefrontal cortex. These mechanistic findings provide a foundation for the translational investigation of impaired cognitive flexibility. One-Sentence Summary Both rats and humans use behavioral strategies to infer task rules during multidimensional rule-learning.","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: Unclear
SUDDEN_TRANSITION: Yes
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Longitudinal changes in brain activation underlying reading fluency","https://scispace.com/paper/longitudinal-changes-in-brain-activation-underlying-reading-23r210b6","2022","Journal Article","Human Brain Mapping","Ola Ozernov-Palchik","10.1002/hbm.26048","","- **Relevance Score:** 6/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal fMRI to track ventral occipito‑temporal activation increases as children become fluent readers; provides neural correlates and developmental data but lacks trial‑by‑trial insight measures or cross‑species comparisons.","Reading fluency-the speed and accuracy of reading connected text-is foundational to educational success. The current longitudinal study investigates the neural correlates of fluency development using a connected-text paradigm with an individualized presentation rate. Twenty-six children completed a functional MRI task in 1st/2nd grade (time 1) and again 1-2 years later (time 2). There was a longitudinal increase in activation in the ventral occipito-temporal (vOT) cortex from time 1 to time 2. This increase was also associated with improvements in reading fluency skills and modulated by individual speed demands. These findings highlight the reciprocal relationship of the vOT region with reading proficiency and its importance for supporting the developmental transition to fluent reading. These results have implications for developing effective interventions to target increased automaticity in reading. ","INDIVIDUAL_DATA: Yes
LONGITUDINAL_TRIAL_DATA: Yes
DATA_ACCESS: Unclear
SUDDEN_TRANSITION: Unclear
N_SUBJECTS: 26
N_MEASUREMENTS: 2
PRIORITY: High"
"Unraveling individual differences in learning potential: A dynamic framework for the case of reading development","https://scispace.com/paper/unraveling-individual-differences-in-learning-potential-a-2a1j0i3bl7","2024","","Developmental Cognitive Neuroscience","Milene Bonte
Silvia Brem","10.1016/j.dcn.2024.101362","","- **Relevance Score:** 6/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses dynamic framework to capture short‑term reading trajectories, offering longitudinal insight and novel analytic approach, but lacks animal, math, or neural focus.","Children show an enormous capacity to learn during development, but with large individual differences in the time course and trajectory of learning and the achieved skill level. Recent progress in developmental sciences has shown the contribution of a multitude of factors including genetic variation, brain plasticity, socio-cultural context and learning experiences to individual development. These factors interact in a complex manner, producing children's idiosyncratic and heterogeneous learning paths. Despite an increasing recognition of these intricate dynamics, current research on the development of culturally acquired skills such as reading still has a typical focus on snapshots of children's performance at discrete points in time. Here we argue that this 'static' approach is often insufficient and limits advancements in the prediction and mechanistic understanding of individual differences in learning capacity. We present a dynamic framework which highlights the importance of capturing short-term trajectories during learning across multiple stages and processes as a proxy for long-term development on the example of reading. This framework will help explain relevant variability in children's learning paths and outcomes and fosters new perspectives and approaches to study how children develop and learn. ","INDIVIDUAL_DATA: Unclear
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSITION: Unclear
N_SUBJECTS: Unclear
N_MEASUREMENTS: Unclear
PRIORITY: Low"
"Understanding Dyslexia Through Personalized Large-Scale Computational Models.","https://scispace.com/paper/understanding-dyslexia-through-personalized-large-scale-51dhhqo2up","2019","Journal Article","Psychological Science","Conrad Perry
Marco Zorzi
Johannes C. Ziegler","10.1177/0956797618823540","","- **Relevance Score:** 6/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a personalized computational model to simulate individual reading trajectories, offering novel analytic methods for large‑scale trial‑by‑trial data and formal modeling of performance shifts, but lacks rat/pigeon insight tasks, abrupt fluency jumps, neuro/physiological measures, and cross‑species comparisons.","Learning to read is foundational for literacy development, yet many children in primary school fail to become efficient readers despite normal intelligence and schooling. This condition, referred to as developmental dyslexia, has been hypothesized to occur because of deficits in vision, attention, auditory and temporal processes, and phonology and language. Here, we used a developmentally plausible computational model of reading acquisition to investigate how the core deficits of dyslexia determined individual learning outcomes for 622 children (388 with dyslexia). We found that individual learning trajectories could be simulated on the basis of three component skills related to orthography, phonology, and vocabulary. In contrast, single-deficit models captured the means but not the distribution of reading scores, and a model with noise added to all representations could not even capture the means. These results show that heterogeneity and individual differences in dyslexia profiles can be simulated only with a personalized computational model that allows for multiple deficits.","INDIVIDUAL_DATA: Yes
LONGITUDINAL_TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSITION: Unclear
N_SUBJECTS: 622
N_MEASUREMENTS: Unclear
PRIORITY: Unclear"
